PC1,PC2,PC3,PC4
1.487262794508565,-0.17859884008637428,-0.41350322008317725,0.712809173945687
-0.7915256104152493,-0.10372949181672583,-0.462933873737613,1.1952624888894965
0.9723755997575129,-1.7803686023425123,0.6945882496912734,0.9304007003249447
1.1803824163185703,-1.2841504368327314,0.6856970312827049,0.89648114727158
-1.4347989902633043,0.30378191683562317,-1.0785995612765673,-0.882710436940575
1.0299783232749538,1.0445500898025435,0.10581901192476928,0.5874580483592862
-0.5033279266874973,4.2894714380953864,2.3343286786223287,1.4643326364888947
1.2212504474903607,0.2592307502273115,-1.205068092924833,1.0193463517784591
0.26568757585743213,0.10710951486986843,-1.153190440060095,-0.11680793602598162
-1.7250412084262665,-0.8166322346253191,-0.6605502538898541,-0.6783052174349781
1.2586795100913237,0.44126855744757604,-0.5409041302542886,-1.334143993122004
0.9994589168843669,0.3621708454957497,-0.4532527370241666,1.28294546706221
-0.8858177896032675,0.7486830434683881,1.1495971797743338,-0.7815889993701384
0.5551021227261427,-0.15234307278543913,-1.2218003814661746,-1.123985765572628
1.238368797110633,1.1491913568051872,0.4598825030461155,0.22655522078295892
-1.0153161971822113,1.0348539628579088,0.0815033370944427,-0.36159923868275134
0.6326061878909939,-0.9885580235997591,1.4887427386636851,-1.0306777826516789
-0.327780850931651,-0.07058583588662277,-0.42211799357528945,-1.1212324619557124
-0.3822456527851985,-0.6834155516238779,-0.45278142194710636,0.09808970656790417
-0.3659900016534008,0.3737446532928413,-0.2566356704781085,-1.6832539968609634
-0.9064294151452721,-1.6671428709118299,0.1496235627469185,1.43736519299808
-0.32307034784070643,-0.11474311434201205,0.8400237588023225,-0.3533620568098676
0.44491865428053207,-0.7660645856722044,-0.45766995918019626,-0.5748314223968631
-1.230860895634698,-0.15295608835514657,-0.16556309443551817,0.6777345277835326
-0.41473682409463125,0.025644971064854805,-0.5408917746479991,-1.0126540279920913
-1.6465023285572167,0.17462569739474515,-0.3771683175942304,0.07800689282131745
1.5379117172155243,-0.5335330164300788,1.2181129413965097,-1.217486935098606
0.3385731955998788,0.19324089147093476,-0.5281784141205574,0.3317055565891941
1.0408370750433242,-0.1586783241270085,-0.8985456410754288,1.2435531870853251
-1.8380021756642442,1.791618671300569,1.1826152675726935,0.22260105801277952
0.7098548640958547,-0.4677823709505495,-0.7302833697826616,-0.815729255170998
-2.8903909031843864,0.691572315469923,0.8208856223246941,-0.785689532345662
1.8705610157224368,2.79264238293531,-0.029583060998987963,0.46592313573140753
0.20995810548035562,0.2562532227829051,0.7472990044019338,0.2089856948284754
-3.4554241133368677,-1.6331754242940266,1.007020955475477,-0.7339526316254598
-1.9754059161760107,0.5041407430484527,-1.5888010288063408,1.2184419437523726
1.774373887579522,0.6057533478685928,-0.6703804530143923,2.7990687514303225
0.8883751286850095,-0.9348602944649889,-0.7839520788025186,0.8475605055699509
2.185565599064741,-1.3242067024229545,-0.33276924106130473,-1.1838621876701507
-0.004218049659428989,-0.2634717664629216,-1.0973931396342824,0.00977210365225661
1.6600856277019764,-0.5920579375080114,-0.9118147705628734,1.0135645563895916
0.055378806599125,0.525024124008428,-0.18054566112610018,-0.036325637445401196
-1.643064206321633,-0.6927114515910228,-0.6542934304419364,-0.9958834191607556
0.347091452117471,-0.6450643013033354,-0.08312368960492146,0.17178311538166835
0.5545643752002561,0.7742245452440067,-0.25831346962113455,0.9857048375191578
0.3074052357416675,0.3978901399819755,-0.6724456918164984,0.37036468391931965
1.5973120667769025,-0.7882561629783037,-0.08176238149348256,1.1751503519670876
1.1477794007259585,0.1491751588868827,0.25951764648971465,-0.8186067203320255
-0.8728486106656322,-0.221662633403643,-0.8108070283124097,0.6958663151927297
-0.06649482093457484,-0.08573051106648832,-0.3693723205916256,0.8838478463004013
0.6913190499683035,-0.07705534789678271,-0.67300784623039,-0.38460699307384777
-3.5862401053186512,0.12053754151872287,1.0393993563425177,0.6257920195554089
-1.023046676100094,-0.6208083366504369,-0.49611158615269624,-0.864123935464492
2.4467230512375595,0.4375622092181716,0.6079651176064852,0.322257930513693
-0.5445713100272126,0.2541986771612722,0.3047190811280686,-1.325031734665938
0.9528349130208311,0.7429472378642689,0.2249280248165941,0.09743726616120513
-0.6287661571844195,1.4817563656693995,-0.3076505035268044,1.1080233884763038
0.8373575837440574,-2.6403050419867506,2.506374554845217,0.8915622282056331
-7.580537172259217,-0.19438560511058028,-0.37691264574497657,-0.810893702187788
0.9947864491326598,-0.19452220910035556,0.6518674603551918,1.2491053367491105
0.44255416842130246,0.9976892080717416,1.8559933125357742,0.7580459555377228
-3.7561281900408603,1.2157822720539924,0.09008171894881711,-0.3262242948932008
-3.872094417486281,0.3641548222456987,-0.3124383536772225,-0.6563257104569429
1.8713819663398457,-2.4595564681239965,3.2826567631818633,-0.5002294991032465
-1.2175140861860634,1.275634703819978,0.5815812807142808,-0.7527393476241176
-1.18800142396829,-1.0150720900874657,0.7123336459512651,0.20220838727830057
0.7067995954034781,0.4540761105950591,-1.1298698020730207,0.413642175150858
0.6549337392064712,-2.177493900340795,1.765669970606305,1.0882169068354421
-3.7855566064017463,0.5566168373306162,2.010811499300347,0.9644652281414042
0.8649727980099049,0.010360355373660656,-0.43973465031674763,0.7192088157787931
0.181320091690215,-0.402238686281863,-1.0872991065046755,-0.4635173281935446
1.0755928777888975,-0.3181951165039426,0.8379153257061329,-1.0299617540776462
1.1932062430799526,-0.19633111482536672,1.5525652835565151,-1.171404226133718
0.8020248897881462,0.8938333698669721,-0.608690893547824,-0.26383863425276455
1.941748658319924,-0.25792153713032534,0.06761500208202972,-0.021041384171919326
1.9290523290362016,2.573236396272353,3.6932169147703027,-1.2089575398265477
1.4210935666973448,1.4576531103549297,0.6538123446719276,-0.870647062403617
0.46857409482034745,0.350178524276782,-1.3022635719565474,0.5648031194212818
0.05356757698723291,-0.4783707918687754,-1.1800471522120435,-1.0568392358616996
1.6703198781527022,-0.9897648064994964,0.43517516767785,-0.21210189850464922
0.20903222592495346,0.10157441514971126,-0.2349104656101927,0.8069120674330187
0.21368634850386947,0.4758869328151198,-0.7581815524216271,1.2136588604759582
-2.0970342805120863,-0.42056740262203224,-0.9580165972879715,1.8731728280647852
