Cluster,Energy_Intensity,HVAC_Ratio,Lighting_Ratio,Occupancy_Adjusted_Energy,Renewable_Ratio,Carbon_Load,Efficiency_Gap,Savings_Gap,Grid_Stress,Temp_Deviation,Cluster_%,Avg_Energy_Cost,Avg_Carbon_Load,Avg_Potential_Savings
0,0.076372213628682,0.2800579381360579,0.1991809410324841,0.5231882733803875,0.09127922882609041,10.119698543336476,27.426608807060493,4.969602955280537,0.7752856740833157,6.8334552429414925,54.81411048778169,9.65371681762819,10.119698543336476,306.44137853433267
1,0.06752365685380385,0.24444890657799506,0.21887615301791347,0.5141939091999794,0.10393318784085377,9.968825130157517,27.608650418883325,4.90138303262632,0.700903544328383,19.60109666838778,13.243320338499572,8.714632398539601,9.968825130157517,275.8337895234764
2,0.07593106910114418,0.29076472672491355,0.13072771734452604,0.8762890680705159,0.0996327474018996,10.035874046698888,27.869311451830793,4.965634512591934,0.7593751017368754,8.444812538276967,12.551107730341352,9.5308506078368,10.035874046698888,301.00631532750356
3,0.034097180082409084,0.7115005903466396,0.4938830921005147,0.33774055390385876,0.24611728864602989,9.145030361950973,27.794830710219024,5.0582598944332755,0.35627238052947097,8.184595016320845,19.391461443377388,4.494516399095192,9.145030361950973,147.0588427466885
